Geneid,LNCAP_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1
ENSG00000241250,0,0,0,0,0,0,0,0
ENSG00000241251,0,0,0,0,0,0,0,0
ENSG00000241255,0,0,0,0,0,0,0,0
ENSG00000241257,0,0,0,0,0,0,0,0
ENSG00000241258,1049,1067,912,964,401,269,796,1035
ENSG00000241261,0,0,0,0,0,0,0,0
ENSG00000241269,4,1,6,1,0,1,1,1
ENSG00000241278,0,0,0,0,0,0,0,0
ENSG00000241281,1,1,0,0,0,0,2,0
ENSG00000241282,0,0,0,1,0,0,0,1
ENSG00000241286,1,0,0,0,0,0,0,0
ENSG00000241288,98,27,120,157,6,6,25,190
ENSG00000241291,0,0,0,0,0,0,0,0
ENSG00000241293,116,35,98,71,17,20,39,140
ENSG00000241294,0,0,0,0,0,0,0,0
ENSG00000241295,0,0,0,0,0,0,0,0
ENSG00000241305,0,0,0,0,0,0,0,0
ENSG00000241307,0,0,0,0,0,0,0,0
ENSG00000241313,0,18,0,1,5,8,20,0
ENSG00000241316,585,160,475,440,52,54,128,634
ENSG00000241318,41,33,37,25,14,13,37,42
ENSG00000241319,0,2,0,0,0,1,5,0
ENSG00000241322,39,34,22,54,23,14,30,72
ENSG00000241324,0,4,0,0,0,1,1,0
ENSG00000241326,0,0,0,0,0,0,0,0
ENSG00000241328,0,0,0,0,0,0,0,0
ENSG00000241333,0,0,0,0,0,1,1,0
ENSG00000241334,0,0,0,0,0,0,0,0
ENSG00000241336,0,0,1,0,0,0,0,0
ENSG00000241343,482,179,446,354,61,50,157,468
ENSG00000241344,0,0,0,0,0,0,0,0
ENSG00000241345,0,0,0,0,0,0,0,0
ENSG00000241346,0,0,3,0,0,0,0,0
ENSG00000241347,0,0,0,0,0,0,0,0
ENSG00000241350,0,0,0,0,0,0,0,0
ENSG00000241351,0,0,0,0,0,0,0,0
ENSG00000241352,7,5,8,7,1,0,5,7
ENSG00000241353,0,0,0,0,0,0,0,0
ENSG00000241354,0,0,0,0,0,0,0,0
ENSG00000241356,0,0,0,0,0,0,0,0
ENSG00000241357,9,0,1,4,1,1,2,3
ENSG00000241358,0,0,0,0,0,0,0,0
ENSG00000241359,1,12,2,2,0,2,5,3
ENSG00000241360,24,6,14,13,3,3,6,22
ENSG00000241361,0,0,0,0,0,0,0,0
ENSG00000241362,36,4,26,11,0,6,23,22
ENSG00000241367,0,0,0,0,0,0,0,0
ENSG00000241369,0,0,1,0,0,1,0,0
ENSG00000241370,143,40,159,89,16,19,48,139
ENSG00000241383,0,0,0,0,0,0,0,0
ENSG00000241385,0,0,0,0,0,0,0,0
ENSG00000241388,0,0,1,1,0,0,1,1
ENSG00000241391,0,0,0,0,0,0,0,0
ENSG00000241392,0,0,0,0,0,0,0,0
ENSG00000241395,0,0,0,0,0,0,1,0
ENSG00000241397,0,0,0,0,0,0,0,0
ENSG00000241399,141,466,109,152,138,93,278,167
ENSG00000241400,0,2,0,0,0,0,0,0
ENSG00000241404,141,19,128,88,6,5,26,63
ENSG00000241406,0,0,0,0,0,0,0,0
ENSG00000241409,0,0,0,0,0,0,0,0
ENSG00000241411,9,3,10,15,0,2,2,17
ENSG00000241413,0,0,1,0,0,0,0,0
ENSG00000241416,5,0,5,4,0,1,1,2
ENSG00000241418,0,0,0,0,0,0,0,0
ENSG00000241420,0,0,0,0,1,0,0,0
ENSG00000241423,0,0,0,0,0,0,0,0
ENSG00000241429,3,2,5,2,1,0,0,3
ENSG00000241431,0,0,0,0,0,0,0,0
ENSG00000241434,0,0,0,0,0,0,0,0
ENSG00000241438,0,0,3,0,0,0,0,0
ENSG00000241439,0,0,0,0,0,0,0,0
ENSG00000241449,0,0,0,1,0,0,0,0
ENSG00000241451,0,0,0,0,0,0,0,0
ENSG00000241456,0,0,0,0,0,0,0,0
ENSG00000241457,0,0,0,0,0,0,0,0
ENSG00000241458,4,0,8,12,0,3,21,25
ENSG00000241461,0,0,0,0,0,0,0,0
ENSG00000241462,0,0,0,0,0,0,0,0
ENSG00000241464,12,2,8,15,0,2,3,22
ENSG00000241468,3597,3312,2960,4802,1173,691,2053,3934
ENSG00000241469,0,1,0,0,0,0,0,0
ENSG00000241472,0,75,0,0,29,23,63,0
ENSG00000241473,0,0,0,0,0,0,0,0
ENSG00000241476,16,0,7,17,0,0,0,16
ENSG00000241478,19,0,10,18,0,4,4,25
ENSG00000241479,0,0,0,0,0,0,0,0
ENSG00000241484,123,17,117,72,4,2,3,85
ENSG00000241487,0,1,0,0,0,0,0,0
ENSG00000241489,16,6,18,8,0,1,4,4
ENSG00000241490,2,0,0,1,0,0,0,2
ENSG00000241493,0,0,0,0,0,0,0,0
ENSG00000241494,69,8,80,87,1,11,31,103
ENSG00000241499,0,0,0,0,0,0,0,0
ENSG00000241505,0,0,0,0,0,0,0,0
ENSG00000241506,118,27,90,68,26,53,158,84
ENSG00000241511,14,2,18,24,0,3,6,20
ENSG00000241524,0,0,0,0,0,0,0,0
ENSG00000241525,0,5,1,1,0,0,5,0
ENSG00000241526,0,0,0,2,0,0,0,0
ENSG00000241527,2,0,3,0,0,0,1,2
ENSG00000241529,0,73,0,0,13,94,247,0
ENSG00000241532,5,12,0,7,3,4,12,9
ENSG00000241535,2,5,1,7,0,0,0,5
ENSG00000241537,1,0,1,1,1,0,1,0
ENSG00000241539,0,0,0,0,0,0,0,0
ENSG00000241542,0,0,0,0,0,0,0,0
ENSG00000241544,4,8,1,0,4,15,31,0
ENSG00000241546,0,0,0,0,0,0,0,0
ENSG00000241547,20,6,20,14,7,1,10,24
ENSG00000241549,0,0,0,0,0,0,0,0
ENSG00000241550,0,0,0,0,0,0,0,0
ENSG00000241552,0,0,0,0,0,0,0,0
ENSG00000241553,1400,1036,1031,1096,425,319,760,1092
ENSG00000241556,6,0,5,6,0,3,0,10
ENSG00000241560,0,0,0,0,0,0,0,0
ENSG00000241562,0,0,0,0,0,0,0,0
ENSG00000241563,2,1,6,3,0,0,3,3
ENSG00000241566,0,0,0,0,0,0,0,0
ENSG00000241568,0,0,0,0,0,0,0,0
ENSG00000241570,1,1,0,0,0,1,1,1
ENSG00000241571,164,0,131,134,0,0,1,130
ENSG00000241573,0,0,0,0,0,0,0,0
ENSG00000241577,0,0,0,0,0,0,0,0
ENSG00000241582,0,0,0,0,0,0,1,0
ENSG00000241587,1,0,0,0,0,0,0,0
ENSG00000241588,0,0,0,0,0,0,0,0
ENSG00000241590,0,0,0,0,0,0,0,0
ENSG00000241592,0,0,0,0,0,0,0,0
ENSG00000241593,0,1,1,0,0,0,0,0
ENSG00000241595,0,0,0,0,0,0,0,0
ENSG00000241596,0,3,0,0,1,0,0,0
ENSG00000241597,0,0,0,0,0,1,0,0
ENSG00000241598,0,0,0,0,0,0,0,0
ENSG00000241599,0,0,0,0,0,0,0,0
ENSG00000241604,0,0,0,0,0,0,0,0
ENSG00000241607,0,0,0,0,0,0,0,0
ENSG00000241612,4,0,1,8,1,1,3,6
ENSG00000241613,0,0,0,0,0,0,0,0
ENSG00000241621,0,0,0,0,0,0,0,0
ENSG00000241622,0,0,0,0,0,0,1,0
ENSG00000241625,0,0,0,0,0,1,1,0
ENSG00000241627,356,82,303,272,40,19,56,289
ENSG00000241631,0,0,1,0,0,0,1,0
ENSG00000241634,35,101,24,17,32,25,72,25
ENSG00000241635,12,38,16,17,17,1,7,6
ENSG00000241640,0,0,0,0,0,0,0,0
ENSG00000241641,0,0,0,0,0,0,0,0
ENSG00000241644,3,0,6,6,0,0,0,8
ENSG00000241648,0,0,0,0,0,0,0,0
ENSG00000241651,4,0,1,3,0,1,2,4
ENSG00000241652,0,0,0,0,0,0,0,0
ENSG00000241654,0,0,0,0,0,0,0,0
ENSG00000241656,1,0,1,0,0,0,0,0
ENSG00000241657,0,0,0,0,0,0,0,0
ENSG00000241661,0,0,0,0,0,0,0,0
ENSG00000241665,0,0,0,0,0,0,1,0
ENSG00000241666,2,2,1,0,0,0,0,0
ENSG00000241667,0,0,0,0,0,0,0,0
ENSG00000241668,0,0,0,0,0,0,0,0
ENSG00000241669,0,0,0,0,0,0,0,0
ENSG00000241671,1,1,3,2,2,0,1,4
ENSG00000241673,0,0,0,0,0,0,0,0
ENSG00000241678,5,0,0,2,0,0,0,7
ENSG00000241679,2,8,3,1,0,0,4,0
ENSG00000241680,1,1,2,6,1,0,5,5
ENSG00000241684,3,3,4,2,1,2,2,0
ENSG00000241685,720,599,630,815,211,251,671,801
ENSG00000241690,0,0,0,0,0,0,0,0
ENSG00000241693,0,0,0,0,0,0,0,0
ENSG00000241695,0,0,0,0,0,0,0,0
ENSG00000241696,0,0,0,0,0,0,2,0
ENSG00000241697,0,0,0,0,0,0,0,0
ENSG00000241709,0,0,0,0,0,1,0,0
ENSG00000241717,5,0,0,5,0,0,0,1
ENSG00000241720,28,0,33,3,0,0,0,3
ENSG00000241721,0,0,0,0,0,1,1,0
ENSG00000241722,0,0,0,0,0,0,0,0
ENSG00000241723,1,0,0,0,0,0,1,0
ENSG00000241728,0,0,0,0,0,0,0,0
ENSG00000241735,0,0,0,0,0,0,0,0
ENSG00000241738,0,0,0,0,0,0,0,0
ENSG00000241739,0,1,0,1,1,1,5,3
ENSG00000241741,166,5,140,168,1,11,21,207
ENSG00000241743,2,0,0,14,1,0,2,14
ENSG00000241744,0,0,0,0,0,0,0,0
ENSG00000241745,0,1,0,0,1,0,0,0
ENSG00000241746,5,1,7,6,0,1,6,1
ENSG00000241749,0,0,0,0,0,0,0,0
ENSG00000241754,27,0,21,36,0,0,0,45
ENSG00000241755,0,0,0,0,0,0,0,0
ENSG00000241756,0,0,0,0,0,0,0,0
ENSG00000241757,0,0,0,0,0,0,0,0
ENSG00000241764,214,44,198,133,22,15,48,148
ENSG00000241765,1,0,0,1,0,0,0,1
ENSG00000241767,0,0,0,0,0,0,0,0
ENSG00000241769,36,3,33,20,0,2,5,21
ENSG00000241776,0,0,0,0,0,0,0,0
ENSG00000241777,0,0,0,0,0,0,0,0
ENSG00000241782,0,0,1,0,0,0,2,0
ENSG00000241785,0,0,0,0,0,0,0,0
ENSG00000241787,0,0,0,0,0,0,0,0
ENSG00000241788,0,0,0,0,0,0,0,0
ENSG00000241789,0,1,0,0,1,5,10,0
ENSG00000241790,0,0,0,0,0,0,0,0
ENSG00000241791,0,0,0,0,0,0,0,0
ENSG00000241794,0,0,0,0,0,0,0,0
ENSG00000241804,0,0,0,0,0,0,0,0
ENSG00000241807,0,0,0,0,0,0,0,0
ENSG00000241808,0,0,0,0,0,0,0,0
ENSG00000241809,0,0,0,0,0,0,0,0
ENSG00000241810,0,0,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0,0,0
ENSG00000241818,0,0,0,0,0,0,0,0
ENSG00000241821,0,0,0,0,0,0,0,0
ENSG00000241825,0,0,0,0,0,0,0,0
ENSG00000241828,0,0,0,0,0,0,0,0
ENSG00000241829,0,0,0,3,0,0,0,0
ENSG00000241832,0,0,0,0,0,0,0,0
ENSG00000241834,0,0,0,0,0,0,0,0
ENSG00000241837,1880,947,1432,1736,442,499,1495,1314
ENSG00000241838,0,1,1,2,0,0,0,0
ENSG00000241839,95,140,110,66,64,43,114,61
ENSG00000241846,0,0,0,0,0,0,0,0
ENSG00000241852,112,227,115,48,96,270,925,32
ENSG00000241853,0,0,0,0,0,0,0,0
ENSG00000241859,0,4,0,0,1,0,5,0
ENSG00000241860,0,0,4,2,1,0,0,0
ENSG00000241861,0,0,0,0,0,0,0,0
ENSG00000241866,0,0,0,0,0,0,0,0
ENSG00000241868,1,0,0,0,0,0,0,1
ENSG00000241869,0,0,0,0,0,0,0,0
ENSG00000241870,0,0,0,0,0,0,0,0
ENSG00000241874,0,0,0,0,0,0,0,0
ENSG00000241877,0,0,0,0,0,0,0,0
ENSG00000241878,957,985,849,932,374,209,631,853
ENSG00000241879,0,0,0,0,0,0,0,0
ENSG00000241881,0,0,0,0,0,0,0,0
ENSG00000241882,0,1,0,0,0,0,0,0
ENSG00000241884,0,0,0,0,1,1,0,0
ENSG00000241886,7,5,9,7,1,2,1,6
ENSG00000241888,0,1,0,0,0,0,0,0
ENSG00000241889,23,5,15,23,4,3,10,17
ENSG00000241890,0,0,0,0,0,0,0,0
ENSG00000241891,0,0,0,0,0,0,0,0
ENSG00000241899,0,0,0,0,0,0,0,0
ENSG00000241905,0,0,0,0,0,0,0,0
ENSG00000241907,0,0,0,0,0,0,0,0
ENSG00000241911,0,0,0,0,0,0,0,0
ENSG00000241913,0,1,0,2,1,0,1,0
ENSG00000241917,0,0,0,0,0,0,0,0
ENSG00000241921,0,0,0,0,0,0,0,0
ENSG00000241923,10,2,3,12,0,2,4,8
ENSG00000241926,0,0,0,0,0,0,0,0
ENSG00000241929,0,0,0,0,0,0,0,0
ENSG00000241932,2,0,3,3,0,1,0,2
ENSG00000241933,13,6,16,12,2,2,10,12
ENSG00000241935,401,1,332,425,1,0,2,425
ENSG00000241939,1,3,0,0,1,0,1,0
ENSG00000241941,0,0,0,0,0,0,0,0
ENSG00000241942,0,0,0,0,0,0,0,0
ENSG00000241943,0,0,0,0,0,0,0,0
ENSG00000241945,67,0,75,57,0,0,2,90
ENSG00000241946,0,0,0,0,0,0,0,1
ENSG00000241947,0,0,0,0,0,0,0,0
ENSG00000241950,0,0,0,0,0,0,0,0
ENSG00000241954,0,0,0,0,0,0,0,0
ENSG00000241956,11,0,15,44,0,0,0,58
ENSG00000241959,0,0,0,0,0,0,0,0
ENSG00000241961,0,0,0,0,0,0,0,0
ENSG00000241962,7,1,2,5,2,1,1,9
ENSG00000241963,0,0,0,0,0,0,0,0
ENSG00000241964,0,0,0,0,0,0,0,0
ENSG00000241965,0,3,0,0,0,0,1,1
ENSG00000241973,4821,1572,4103,3505,611,543,1666,3816
ENSG00000241975,18,7,19,13,0,2,6,12
ENSG00000241981,0,0,0,0,0,0,0,0
ENSG00000241983,0,0,1,2,0,0,0,1
ENSG00000241984,0,0,0,0,0,0,1,0
ENSG00000241985,0,4,0,0,1,1,4,0
ENSG00000241991,0,0,0,0,0,0,0,0
ENSG00000241992,0,0,0,0,0,0,0,0
ENSG00000241993,0,0,0,0,0,0,0,0
ENSG00000241997,0,0,0,0,0,0,0,0
ENSG00000242001,0,0,0,0,0,0,0,0
ENSG00000242009,0,0,0,0,0,0,0,0
ENSG00000242012,0,0,0,0,0,0,0,0
ENSG00000242014,0,0,0,0,0,0,0,0
ENSG00000242017,0,0,0,0,0,0,0,0
ENSG00000242019,0,0,0,0,0,0,0,0
ENSG00000242020,0,0,0,0,0,0,0,0
ENSG00000242028,608,47,545,486,13,12,26,595
ENSG00000242029,0,0,0,0,0,0,0,0
ENSG00000242034,0,0,0,0,0,0,0,0
ENSG00000242036,0,0,0,0,0,0,0,0
ENSG00000242041,0,0,0,0,0,0,0,0
ENSG00000242042,0,1,0,0,0,0,0,0
ENSG00000242048,1,0,0,0,0,0,2,0
ENSG00000242049,2,0,0,0,0,0,0,3
ENSG00000242052,1,1,0,0,0,0,0,0
ENSG00000242058,0,0,0,0,0,0,0,0
ENSG00000242060,15,0,26,63,0,1,5,33
ENSG00000242061,0,2,0,3,0,1,0,11
ENSG00000242062,0,0,0,0,0,0,0,0
ENSG00000242065,0,0,0,0,0,0,0,0
ENSG00000242066,0,1,0,0,0,0,0,0
ENSG00000242067,0,0,3,2,0,2,2,3
ENSG00000242068,0,0,2,1,1,1,2,1
ENSG00000242070,0,0,0,0,0,0,0,0
ENSG00000242071,1287,292,1155,1761,98,72,270,1494
ENSG00000242072,0,0,0,0,0,0,0,0
ENSG00000242073,0,0,0,0,0,0,0,0
ENSG00000242076,0,0,0,0,0,0,0,0
ENSG00000242078,0,0,0,0,0,0,0,0
ENSG00000242079,0,0,0,0,0,0,0,0
ENSG00000242080,0,0,0,0,0,0,0,0
ENSG00000242082,455,0,366,267,0,0,0,294
ENSG00000242083,12,0,5,10,0,0,2,8
ENSG00000242085,6,0,19,6,0,1,2,12
ENSG00000242086,1202,303,1116,724,93,103,307,887
ENSG00000242087,2,0,1,1,0,1,0,2
ENSG00000242088,3,0,1,1,0,0,0,3
ENSG00000242094,18,13,18,4,7,3,12,15
ENSG00000242097,0,5,0,0,2,0,0,0
ENSG00000242100,3,0,0,2,2,3,2,3
ENSG00000242101,0,0,0,0,0,0,0,0
ENSG00000242102,0,0,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0,0,0
ENSG00000242104,3,0,0,0,0,0,0,0
ENSG00000242107,0,0,0,0,0,0,0,0
ENSG00000242109,0,0,0,0,0,0,0,0
ENSG00000242110,259,9,232,94,2,1,5,144
ENSG00000242111,0,0,0,0,0,0,0,0
ENSG00000242113,0,0,0,0,0,0,0,0
ENSG00000242114,99,89,83,67,56,36,133,53
ENSG00000242118,0,0,0,0,0,0,0,0
ENSG00000242119,0,0,0,0,0,0,0,0
ENSG00000242120,0,0,0,0,0,0,0,0
ENSG00000242121,0,0,0,0,0,0,0,0
ENSG00000242123,0,0,0,0,0,0,0,0
ENSG00000242125,2847,898,2490,3772,357,146,526,3787
ENSG00000242134,0,0,0,0,0,0,0,0
ENSG00000242135,0,0,0,0,0,0,0,0
ENSG00000242136,7,0,5,3,1,0,0,11
ENSG00000242137,0,0,0,0,0,1,2,0
ENSG00000242140,1,0,0,0,0,0,0,0
ENSG00000242142,0,0,0,4,0,0,0,2
ENSG00000242145,0,0,0,0,0,0,0,0
ENSG00000242147,0,305,0,0,104,215,481,0
ENSG00000242151,0,0,0,0,0,0,0,0
ENSG00000242152,0,0,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0,0,0
ENSG00000242154,0,0,0,0,0,0,0,0
ENSG00000242156,0,0,0,0,0,0,0,0
ENSG00000242158,0,0,0,0,0,0,0,0
ENSG00000242159,4,5,0,0,0,0,2,1
ENSG00000242162,0,0,0,1,0,0,1,0
ENSG00000242163,1,0,0,1,0,0,3,2
ENSG00000242165,0,0,0,0,0,0,0,0
ENSG00000242169,1,7,3,1,4,3,10,2
ENSG00000242170,0,1,0,1,1,0,2,0
ENSG00000242173,51,14,37,39,2,4,5,19
ENSG00000242175,0,0,0,0,0,1,0,1
ENSG00000242176,0,0,0,0,0,0,0,0
ENSG00000242178,0,0,0,0,0,0,0,0
ENSG00000242182,0,0,0,0,1,0,0,0
ENSG00000242190,0,0,0,0,0,0,1,0
ENSG00000242193,0,0,0,0,0,0,0,0
ENSG00000242195,0,0,0,0,0,0,2,0
ENSG00000242197,0,0,0,0,0,0,0,0
ENSG00000242198,0,0,0,1,0,0,0,2
ENSG00000242199,0,0,0,0,0,0,0,0
ENSG00000242201,0,0,0,0,0,0,0,0
ENSG00000242206,0,1,0,0,0,0,3,0
ENSG00000242207,0,0,0,0,0,0,0,0
ENSG00000242208,0,32,1,2,17,10,31,4
ENSG00000242209,0,0,1,0,0,0,0,0
ENSG00000242214,0,0,0,0,0,0,0,0
ENSG00000242216,0,0,0,0,0,0,0,0
ENSG00000242220,4,3,6,6,0,0,1,2
ENSG00000242221,0,0,0,0,0,0,0,0
ENSG00000242222,0,0,0,0,0,0,0,0
ENSG00000242229,1,1,0,0,0,0,0,0
ENSG00000242236,0,0,0,0,0,0,0,0
ENSG00000242241,0,0,0,0,0,0,0,0
ENSG00000242242,27,42,39,17,15,15,29,14
ENSG00000242244,0,0,0,0,0,0,0,0
ENSG00000242246,0,0,0,0,0,0,0,0
ENSG00000242247,4576,1502,4154,2977,546,603,1843,3918
ENSG00000242248,0,0,0,0,0,0,0,0
ENSG00000242251,0,2,0,0,2,0,2,0
ENSG00000242252,1,0,2,3,3,0,0,6
ENSG00000242255,0,0,0,0,0,0,0,0
ENSG00000242256,0,0,0,0,0,1,4,0
ENSG00000242258,1,0,0,4,0,1,0,1
ENSG00000242259,1356,423,1125,1237,173,98,293,1420
ENSG00000242261,0,0,0,0,0,0,0,0
ENSG00000242262,0,0,0,0,0,0,0,0
ENSG00000242265,1944,5268,1620,667,1817,2036,6270,798
ENSG00000242266,0,0,0,0,0,0,0,0
ENSG00000242267,0,0,0,0,0,0,0,0
ENSG00000242268,0,0,0,0,0,0,1,0
ENSG00000242272,2,0,1,1,0,0,2,5
ENSG00000242276,3,0,3,0,2,3,3,1
ENSG00000242278,0,1,0,0,0,0,0,0
ENSG00000242279,0,0,0,0,0,0,0,0
ENSG00000242280,0,0,0,0,0,0,0,0
ENSG00000242281,0,0,0,0,0,0,0,0
ENSG00000242282,0,0,0,1,0,0,2,0
ENSG00000242285,0,0,0,0,0,0,0,0
ENSG00000242288,0,0,0,0,0,0,0,0
ENSG00000242290,0,0,0,0,0,0,0,0
ENSG00000242291,0,0,0,0,0,0,1,0
ENSG00000242292,0,0,0,0,0,0,0,0
ENSG00000242293,0,0,0,0,0,0,0,0
ENSG00000242294,0,0,0,0,0,0,0,0
ENSG00000242295,0,0,0,0,0,0,0,0
ENSG00000242296,0,0,0,0,0,0,0,0
ENSG00000242299,201,46,209,438,11,51,146,337
ENSG00000242307,1,0,0,1,0,0,0,0
ENSG00000242308,4,0,2,0,0,0,3,1
ENSG00000242314,1,0,0,0,0,0,3,2
ENSG00000242315,0,0,0,0,0,0,0,0
ENSG00000242317,0,0,0,0,0,1,0,0
ENSG00000242318,0,0,0,0,1,0,1,0
ENSG00000242320,0,0,0,0,0,0,0,0
ENSG00000242321,0,0,0,0,0,0,0,0
ENSG00000242324,0,25,0,0,11,7,30,0
ENSG00000242325,0,0,0,0,0,0,0,0
ENSG00000242326,0,0,0,0,0,0,0,0
ENSG00000242327,6,2,9,8,1,11,54,22
ENSG00000242329,0,0,0,0,0,0,0,0
ENSG00000242330,0,9,0,0,2,2,7,0
ENSG00000242337,1,1,1,2,1,0,1,0
ENSG00000242338,6,10,1,3,3,2,2,3
ENSG00000242339,0,0,0,0,0,0,0,0
ENSG00000242341,0,1,0,0,0,0,3,0
ENSG00000242348,0,0,0,0,0,0,0,0
ENSG00000242352,0,0,0,1,0,0,1,1
ENSG00000242353,0,0,0,0,0,0,0,0
ENSG00000242358,0,0,1,1,0,4,4,1
ENSG00000242360,0,0,0,0,0,0,0,0
ENSG00000242362,0,0,0,0,0,0,0,0
ENSG00000242364,0,0,0,0,0,1,3,0
ENSG00000242365,0,0,0,0,0,0,0,0
ENSG00000242366,1,0,0,1,0,0,0,0
ENSG00000242370,0,0,0,0,0,0,0,0
ENSG00000242371,0,0,0,0,0,0,0,0
ENSG00000242372,637,1011,490,827,437,270,600,597
ENSG00000242381,0,0,0,0,0,1,5,0
ENSG00000242385,0,0,0,0,0,0,0,0
ENSG00000242387,0,0,0,0,0,0,0,0
ENSG00000242389,0,0,0,0,0,0,0,0
ENSG00000242390,0,1,1,0,1,0,2,1
ENSG00000242391,0,0,0,0,0,0,0,0
ENSG00000242393,0,0,0,0,0,0,0,0
ENSG00000242398,0,0,0,0,0,0,0,0
ENSG00000242399,0,0,0,0,0,0,0,0
ENSG00000242405,1,1,1,0,0,1,7,2
ENSG00000242407,155,9,223,134,6,1,9,101
ENSG00000242411,0,0,0,0,0,0,0,0
ENSG00000242412,0,0,0,0,0,0,0,0
ENSG00000242417,0,0,0,0,0,0,0,0
ENSG00000242419,0,1,0,0,0,0,0,1
ENSG00000242423,0,0,0,0,0,0,0,0
ENSG00000242428,1,0,0,0,0,0,0,0
ENSG00000242430,0,0,0,0,0,0,0,0
ENSG00000242431,0,0,0,0,0,0,0,0
ENSG00000242435,0,0,0,0,0,0,0,0
ENSG00000242436,0,0,0,0,1,0,0,0
ENSG00000242439,0,0,1,0,0,0,0,0
ENSG00000242440,0,0,0,0,0,0,0,0
ENSG00000242441,0,0,0,0,0,0,0,0
ENSG00000242444,0,0,0,0,0,0,0,0
ENSG00000242445,17,1,16,13,0,1,4,15
ENSG00000242456,0,0,0,0,0,0,0,0
ENSG00000242457,24,4,34,24,1,2,9,27
ENSG00000242461,0,0,0,0,0,0,0,0
ENSG00000242472,0,0,0,0,0,0,0,0
ENSG00000242473,0,0,0,0,0,0,0,0
ENSG00000242474,668,182,553,459,46,79,213,518
ENSG00000242477,31,8,27,43,8,6,9,36
ENSG00000242479,5,1,5,14,4,2,0,15
ENSG00000242482,0,0,0,0,0,0,0,0
ENSG00000242483,0,0,0,0,0,0,0,0
ENSG00000242485,3471,2308,2918,4353,857,533,1709,4139
ENSG00000242488,0,0,0,0,0,0,0,0
ENSG00000242493,0,0,0,0,0,2,1,0
ENSG00000242498,1144,756,1191,1354,305,192,469,1274
ENSG00000242507,0,0,0,0,0,0,0,0
ENSG00000242509,0,0,0,0,0,0,0,0
ENSG00000242510,0,0,0,0,0,0,0,0
ENSG00000242512,0,0,1,0,0,0,1,0
ENSG00000242515,0,0,1,0,0,0,0,0
ENSG00000242516,705,179,531,472,49,75,175,580
ENSG00000242520,7,0,3,5,0,0,0,9
ENSG00000242522,0,0,0,1,0,0,0,1
ENSG00000242524,0,0,0,0,0,0,0,0
ENSG00000242525,0,8,0,1,0,0,1,0
ENSG00000242527,0,0,0,0,0,0,0,0
ENSG00000242529,0,0,0,0,0,0,0,0
ENSG00000242531,0,0,1,0,0,0,1,0
ENSG00000242534,0,0,0,0,0,0,0,0
ENSG00000242536,1,90,1,4,33,32,116,1
ENSG00000242537,11,2,11,9,0,1,11,17
ENSG00000242539,13,5,8,4,3,2,5,10
ENSG00000242540,0,0,0,0,0,0,0,0
ENSG00000242545,0,0,0,0,0,0,0,0
ENSG00000242547,0,0,0,0,0,0,0,0
ENSG00000242550,0,0,0,0,1,0,1,0
ENSG00000242551,1,1,0,0,1,0,0,0
ENSG00000242552,0,0,0,0,0,0,0,0
ENSG00000242553,28,10,37,50,6,1,8,48
ENSG00000242559,0,2,0,0,0,1,6,0
ENSG00000242560,0,0,0,0,0,0,0,0
ENSG00000242561,0,0,0,0,0,0,0,0
ENSG00000242562,3,3,1,2,2,3,7,11
ENSG00000242565,0,0,0,0,0,0,0,0
ENSG00000242568,1,0,0,0,0,0,0,0
ENSG00000242571,4,0,6,4,0,1,5,5
ENSG00000242573,1,0,0,0,0,0,0,0
ENSG00000242574,255,24,231,191,8,6,15,193
ENSG00000242575,0,0,0,0,0,0,0,0
ENSG00000242578,8,2,3,3,1,0,1,6
ENSG00000242580,0,0,0,0,0,0,0,1
ENSG00000242583,0,0,0,0,0,0,0,0
ENSG00000242586,0,0,0,1,0,0,0,0
ENSG00000242588,2439,392,2098,1432,149,132,528,1611
ENSG00000242590,0,0,0,0,0,0,0,0
ENSG00000242593,0,2,0,0,1,9,37,0
ENSG00000242595,0,0,0,0,0,0,0,0
ENSG00000242598,0,0,0,0,0,0,0,0
ENSG00000242599,0,0,0,0,0,0,0,0
ENSG00000242600,0,0,0,0,0,0,0,0
ENSG00000242602,0,0,0,0,0,0,0,0
ENSG00000242607,1,1,2,3,0,0,0,2
ENSG00000242608,0,0,0,0,0,0,0,0
ENSG00000242609,0,1,0,0,0,0,0,0
ENSG00000242610,0,0,0,0,0,0,0,0
ENSG00000242611,0,0,0,0,0,0,1,1
ENSG00000242612,465,72,409,645,36,24,32,511
ENSG00000242613,0,0,0,0,0,0,0,0
ENSG00000242614,0,0,0,0,0,0,0,0
ENSG00000242615,0,0,0,0,0,0,0,0
ENSG00000242616,0,2,0,1,0,1,2,1
ENSG00000242618,0,0,0,0,0,0,0,0
ENSG00000242622,278,106,225,257,33,41,108,325
ENSG00000242628,1,0,3,2,0,0,0,1
ENSG00000242634,0,0,0,0,0,0,0,0
ENSG00000242635,0,0,0,0,0,0,0,0
ENSG00000242636,0,0,0,0,0,2,9,0
ENSG00000242638,0,0,0,0,0,0,0,0
